Position	ENSG.ID	Gene.type	Gene.name	Chromosome	ENSP.ID	enr	idx_ROC
15566	ENSG00000106351	protein_coding	AGFG2	7	ENSP00000300176	270	15296
15567	ENSG00000120075	protein_coding	HOXB5	17	ENSP00000239151	270	15297
15568	ENSG00000227268	protein_coding	KLLN	10	ENSP00000392204	270	15298
15569	ENSG00000167791	protein_coding	CABP2	11	ENSP00000294288	270	15299
15570	ENSG00000147223	protein_coding	RIPPLY1	X	ENSP00000276173	270	15300
15571	ENSG00000106692	protein_coding	FKTN	9	ENSP00000223528	270	15301
15572	ENSG00000164199	protein_coding	ADGRV1	5	ENSP00000384582	270	15302
15573	ENSG00000141946	protein_coding	ZIM3	19	ENSP00000269834	270	15303
15574	ENSG00000163515	protein_coding	RETNLB	3	ENSP00000295755	270	15304
15575	ENSG00000239704	protein_coding	CDRT4	17	ENSP00000482523	270	15305
15576	ENSG00000205882	protein_coding	DEFB134	8	ENSP00000435010	270	15306
15577	ENSG00000077063	protein_coding	CTTNBP2	7	ENSP00000160373	270	15307
15578	ENSG00000257065	protein_coding	NA	6	NA	270	15308
15579	ENSG00000119514	protein_coding	GALNT12	9	ENSP00000364150	270	15309
15580	ENSG00000183850	protein_coding	ZNF730	19	ENSP00000472959	270	15310
15581	ENSG00000121350	protein_coding	PYROXD1	12	ENSP00000240651	270	15311
15582	ENSG00000108406	protein_coding	DHX40	17	ENSP00000251241	270	15312
15583	ENSG00000167380	protein_coding	ZNF226	19	ENSP00000465121	270	15313
15584	ENSG00000188611	protein_coding	ASAH2	10	ENSP00000378897	270	15314
15585	ENSG00000180822	protein_coding	PSMG4	6	ENSP00000392353	270	15315
15586	ENSG00000167186	protein_coding	COQ7	16	ENSP00000322316	270	15316
15587	ENSG00000160221	protein_coding	GATD3	21	ENSP00000291577	270	15317
15588	ENSG00000184560	protein_coding	SPEM2	17	ENSP00000328061	270	15318
15589	ENSG00000119973	protein_coding	PRLHR	10	ENSP00000239032	270	15319
15590	ENSG00000183709	protein_coding	IFNL2	19	ENSP00000333639	270	15320
15591	ENSG00000250506	protein_coding	CDK3	17	ENSP00000410561	270	15321
15592	ENSG00000188937	protein_coding	NYX	X	ENSP00000340328	270	15322
15593	ENSG00000088256	protein_coding	GNA11	19	ENSP00000078429	270	15323
15594	ENSG00000111704	protein_coding	NANOG	12	ENSP00000229307	270	15324
15595	ENSG00000169432	protein_coding	SCN9A	2	ENSP00000386306	270	15325
15596	ENSG00000230062	protein_coding	ANKRD66	6	ENSP00000454770	270	15326
15597	ENSG00000154556	protein_coding	SORBS2	4	ENSP00000347852	270	15327
15598	ENSG00000099954	protein_coding	CECR2	22	ENSP00000341219	270	15328
15599	ENSG00000187783	protein_coding	TMEM72	10	ENSP00000374234	270	15329
15600	ENSG00000256771	protein_coding	ZNF253	19	ENSP00000468720	270	15330
15601	ENSG00000124839	protein_coding	RAB17	2	ENSP00000264601	270	15331
15602	ENSG00000164362	protein_coding	TERT	5	ENSP00000309572	270	15332
15603	ENSG00000213337	protein_coding	ANKRD39	2	ENSP00000377170	270	15333
15604	ENSG00000196873	protein_coding	ZNG1C	9	ENSP00000353295	270	15334
15605	ENSG00000142515	protein_coding	KLK3	19	ENSP00000314151	270	15335
15606	ENSG00000203859	protein_coding	HSD3B2	1	ENSP00000445122	270	15336
15607	ENSG00000115112	protein_coding	TFCP2L1	2	ENSP00000263707	270	15337
15608	ENSG00000166796	protein_coding	LDHC	11	ENSP00000437783	270	15338
15609	ENSG00000147571	protein_coding	CRH	8	ENSP00000276571	270	15339
15610	ENSG00000133169	protein_coding	BEX1	X	ENSP00000361813	270	15340
15611	ENSG00000155957	protein_coding	TMBIM4	12	ENSP00000286424	270	15341
15612	ENSG00000236699	protein_coding	ARHGEF38	4	ENSP00000416125	270	15342
15613	ENSG00000140688	protein_coding	RUSF1	16	ENSP00000317579	270	15343
15614	ENSG00000179008	protein_coding	C14orf39	14	ENSP00000324920	270	15344
15615	ENSG00000112851	protein_coding	ERBIN	5	ENSP00000426632	270	15345
15616	ENSG00000250799	protein_coding	PRODH2	19	ENSP00000301175	270	15346
15617	ENSG00000172053	protein_coding	QARS1	3	ENSP00000307567	270	15347
15618	ENSG00000174796	protein_coding	THAP6	4	ENSP00000309007	270	15348
15619	ENSG00000124098	protein_coding	FAM210B	20	ENSP00000360437	270	15349
15620	ENSG00000147481	protein_coding	SNTG1	8	ENSP00000429842	270	15350
15621	ENSG00000206531	protein_coding	CD200R1L	3	ENSP00000381272	270	15351
15622	ENSG00000221937	protein_coding	TAS2R40	7	ENSP00000386210	270	15352
15623	ENSG00000100603	protein_coding	SNW1	14	ENSP00000261531	270	15353
15624	ENSG00000187658	protein_coding	C5orf52	5	ENSP00000387027	270	15354
15625	ENSG00000154359	protein_coding	LONRF1	8	ENSP00000381298	270	15355
15626	ENSG00000185437	protein_coding	SH3BGR	21	ENSP00000332513	270	15356
15627	ENSG00000113946	protein_coding	CLDN16	3	ENSP00000264734	270	15357
15628	ENSG00000128652	protein_coding	HOXD3	2	ENSP00000386498	270	15358
15629	ENSG00000234284	protein_coding	ZNF879	5	ENSP00000414887	270	15359
15630	ENSG00000204889	protein_coding	KRT40	17	ENSP00000366984	270	15360
15631	ENSG00000111707	protein_coding	SUDS3	12	ENSP00000443988	270	15361
15632	ENSG00000188897	protein_coding	NA	16	ENSP00000470478	270	15362
15633	ENSG00000069275	protein_coding	NUCKS1	1	ENSP00000356110	270	15363
15634	ENSG00000259522	protein_coding	NA	14	NA	270	15364
15635	ENSG00000187140	protein_coding	FOXD3	1	ENSP00000360157	270	15365
15636	ENSG00000267179	protein_coding	NA	19	ENSP00000467286	270	15366
15637	ENSG00000157782	protein_coding	CABP1	12	ENSP00000317310	270	15367
15638	ENSG00000260458	protein_coding	KCNJ18	17	ENSP00000457807	270	15368
15639	ENSG00000178053	protein_coding	MLF1	3	ENSP00000376568	270	15369
15640	ENSG00000124535	protein_coding	WRNIP1	6	ENSP00000370150	270	15370
15641	ENSG00000114021	protein_coding	NIT2	3	ENSP00000377696	270	15371
15642	ENSG00000147606	protein_coding	SLC26A7	8	ENSP00000309504	270	15372
15643	ENSG00000241186	protein_coding	TDGF1	3	ENSP00000296145	270	15373
15644	ENSG00000165556	protein_coding	CDX2	13	ENSP00000370408	270	15374
15645	ENSG00000170677	protein_coding	SOCS6	18	ENSP00000381034	270	15375
15646	ENSG00000212899	protein_coding	KRTAP3-3	17	ENSP00000375428	270	15376
15647	ENSG00000111879	protein_coding	FAM184A	6	ENSP00000342604	270	15377
15648	ENSG00000269242	protein_coding	NA	19	NA	270	15378
15649	ENSG00000157426	protein_coding	AASDH	4	ENSP00000205214	270	15379
15650	ENSG00000225110	protein_coding	PNMA6F	X	NA	270	15380
15651	ENSG00000152785	protein_coding	BMP3	4	ENSP00000282701	270	15381
15652	ENSG00000183826	protein_coding	BTBD9	6	ENSP00000418751	270	15382
15653	ENSG00000167674	protein_coding	HDGFL2	19	ENSP00000483345	270	15383
15654	ENSG00000223611	protein_coding	SUPT20HL2	X	NA	270	15384
15655	ENSG00000178826	protein_coding	TMEM139	7	ENSP00000352284	270	15385
15656	ENSG00000170439	protein_coding	METTL7B	12	ENSP00000377796	270	15386
15657	ENSG00000270106	protein_coding	TSNAX-DISC1	1	NA	270	15387
15658	ENSG00000116353	protein_coding	MECR	1	ENSP00000263702	270	15388
15659	ENSG00000156976	protein_coding	EIF4A2	3	ENSP00000326381	270	15389
15660	ENSG00000241837	protein_coding	ATP5PO	21	ENSP00000290299	270	15390
15661	ENSG00000019505	protein_coding	SYT13	11	ENSP00000020926	270	15391
15662	ENSG00000172640	protein_coding	OR10AD1	12	ENSP00000308689	270	15392
15663	ENSG00000102055	protein_coding	PPP1R2C	X	NA	270	15393
15664	ENSG00000136939	protein_coding	OR1L4	9	ENSP00000259466	270	15394
15665	ENSG00000277893	protein_coding	SRD5A2	2	ENSP00000477587	270	15395
15666	ENSG00000184434	protein_coding	LRRC19	9	ENSP00000369395	270	15396
15667	ENSG00000066813	protein_coding	ACSM2B	16	ENSP00000327453	270	15397
15668	ENSG00000135436	protein_coding	FAM186B	12	ENSP00000257894	270	15398
15669	ENSG00000178395	protein_coding	CCDC185	1	ENSP00000355840	270	15399
15670	ENSG00000130005	protein_coding	GAMT	19	ENSP00000403536	270	15400
15671	ENSG00000169446	protein_coding	MMGT1	X	ENSP00000306220	270	15401
15672	ENSG00000131503	protein_coding	ANKHD1	5	ENSP00000354085	270	15402
15673	ENSG00000132300	protein_coding	PTCD3	2	ENSP00000254630	270	15403
15674	ENSG00000072954	protein_coding	TMEM38A	19	ENSP00000187762	270	15404
15675	ENSG00000180305	protein_coding	WFDC10A	20	ENSP00000361726	270	15405
15676	ENSG00000112312	protein_coding	GMNN	6	ENSP00000230056	270	15406
15677	ENSG00000125492	protein_coding	BARHL1	9	ENSP00000263610	270	15407
15678	ENSG00000131368	protein_coding	MRPS25	3	ENSP00000253686	270	15408
15679	ENSG00000263761	protein_coding	GDF2	10	ENSP00000463051	270	15409
15680	ENSG00000188038	protein_coding	NRN1L	16	ENSP00000342411	270	15410
15681	ENSG00000119147	protein_coding	ECRG4	2	ENSP00000238044	270	15411
15682	ENSG00000164508	protein_coding	H2AC1	6	ENSP00000297012	270	15412
15683	ENSG00000158006	protein_coding	PAFAH2	1	ENSP00000363400	270	15413
15684	ENSG00000175879	protein_coding	HOXD8	2	ENSP00000315949	270	15414
15685	ENSG00000165837	protein_coding	ERICH6B	13	ENSP00000298738	270	15415
15686	ENSG00000282034	protein_coding	NA	16	NA	270	15416
15687	ENSG00000270800	protein_coding	RPS10-NUDT3	6	ENSP00000475027	270	15417
15688	ENSG00000124743	protein_coding	KLHL31	6	ENSP00000359942	270	15418
15689	ENSG00000188428	protein_coding	BLOC1S5	6	ENSP00000380598	270	15419
15690	ENSG00000137707	protein_coding	BTG4	11	ENSP00000348300	270	15420
15691	ENSG00000164609	protein_coding	SLU7	5	ENSP00000297151	270	15421
15692	ENSG00000118271	protein_coding	TTR	18	ENSP00000237014	270	15422
15693	ENSG00000070388	protein_coding	FGF22	19	ENSP00000215530	270	15423
15694	ENSG00000138326	protein_coding	RPS24	10	ENSP00000414321	270	15424
15695	ENSG00000205076	protein_coding	LGALS7	19	ENSP00000367891	270	15425
15696	ENSG00000183281	protein_coding	PLGLB1	2	ENSP00000347933	270	15426
15697	ENSG00000198870	protein_coding	STKLD1	9	ENSP00000361025	270	15427
15698	ENSG00000170848	protein_coding	PSG6	19	ENSP00000292125	270	15428
15699	ENSG00000100784	protein_coding	RPS6KA5	14	ENSP00000479667	270	15429
15700	ENSG00000114779	protein_coding	ABHD14B	3	ENSP00000420065	270	15430
15701	ENSG00000141639	protein_coding	MAPK4	18	ENSP00000383234	270	15431
15702	ENSG00000138738	protein_coding	PRDM5	4	ENSP00000264808	270	15432
15703	ENSG00000187533	protein_coding	PRR27	4	ENSP00000343172	270	15433
15704	ENSG00000241404	protein_coding	EGFL8	6	ENSP00000378888	270	15434
15705	ENSG00000266714	protein_coding	MYO15B	17	NA	270	15435
15706	ENSG00000254979	protein_coding	NA	11	ENSP00000431536	270	15436
15707	ENSG00000162971	protein_coding	TYW5	2	ENSP00000346627	270	15437
15708	ENSG00000169093	protein_coding	ASMTL	X	ENSP00000370718	270	15438
15709	ENSG00000204764	protein_coding	RANBP17	5	ENSP00000427975	270	15439
15710	ENSG00000114646	protein_coding	CSPG5	3	ENSP00000373244	270	15440
15711	ENSG00000151704	protein_coding	KCNJ1	11	ENSP00000376432	270	15441
15712	ENSG00000175699	protein_coding	CCDC197	14	NA	270	15442
15713	ENSG00000135355	protein_coding	GJA10	6	ENSP00000358358	270	15443
15714	ENSG00000145916	protein_coding	RMND5B	5	ENSP00000420875	270	15444
15715	ENSG00000157150	protein_coding	TIMP4	3	ENSP00000287814	270	15445
15716	ENSG00000213199	protein_coding	ASIC3	7	ENSP00000297512	270	15446
15717	ENSG00000062370	protein_coding	ZNF112	19	ENSP00000337081	270	15447
15718	ENSG00000006747	protein_coding	SCIN	7	ENSP00000297029	270	15448
15719	ENSG00000186976	protein_coding	EFCAB6	22	ENSP00000262726	270	15449
15720	ENSG00000165629	protein_coding	ATP5F1C	10	ENSP00000349142	270	15450
15721	ENSG00000248098	protein_coding	BCKDHA	19	ENSP00000269980	270	15451
15722	ENSG00000181616	protein_coding	OR52H1	11	ENSP00000326259	270	15452
15723	ENSG00000134463	protein_coding	ECHDC3	10	ENSP00000368517	270	15453
15724	ENSG00000204389	protein_coding	HSPA1A	6	ENSP00000364802	270	15454
15725	ENSG00000204950	protein_coding	LRRC10B	11	ENSP00000367315	270	15455
15726	ENSG00000066557	protein_coding	LRRC40	1	ENSP00000359990	270	15456
15727	ENSG00000183640	protein_coding	KRTAP8-1	21	ENSP00000332805	270	15457
15728	ENSG00000239857	protein_coding	GET4	7	ENSP00000265857	270	15458
15729	ENSG00000216937	protein_coding	CCDC7	10	ENSP00000355078	270	15459
15730	ENSG00000185946	protein_coding	RNPC3	1	ENSP00000432886	270	15460
15731	ENSG00000205922	protein_coding	ONECUT3	19	ENSP00000371786	270	15461
15732	ENSG00000171045	protein_coding	TSNARE1	8	ENSP00000303437	270	15462
15733	ENSG00000269755	protein_coding	NA	19	NA	270	15463
15734	ENSG00000023228	protein_coding	NDUFS1	2	ENSP00000392709	270	15464
15735	ENSG00000249961	protein_coding	TERB1	16	ENSP00000463762	270	15465
15736	ENSG00000113231	protein_coding	PDE8B	5	ENSP00000264917	270	15466
15737	ENSG00000154889	protein_coding	MPPE1	18	ENSP00000465894	270	15467
15738	ENSG00000163157	protein_coding	TMOD4	1	ENSP00000295314	270	15468
15739	ENSG00000005379	protein_coding	TSPOAP1	17	ENSP00000345824	270	15469
15740	ENSG00000187242	protein_coding	KRT12	17	ENSP00000251643	270	15470
15741	ENSG00000141431	protein_coding	ASXL3	18	ENSP00000269197	270	15471
15742	ENSG00000036448	protein_coding	MYOM2	8	ENSP00000262113	270	15472
15743	ENSG00000104047	protein_coding	DTWD1	15	ENSP00000251250	270	15473
15744	ENSG00000108474	protein_coding	PIGL	17	ENSP00000225609	270	15474
15745	ENSG00000169777	protein_coding	TAS2R1	5	ENSP00000371932	270	15475
15746	ENSG00000159214	protein_coding	CCDC24	1	ENSP00000361392	270	15476
15747	ENSG00000226761	protein_coding	TAS2R46	12	ENSP00000436450	270	15477
15748	ENSG00000204347	protein_coding	BTBD17	17	ENSP00000364515	270	15478
15749	ENSG00000239389	protein_coding	PCDHA13	5	ENSP00000289272	270	15479
15750	ENSG00000183054	protein_coding	RGPD6	2	ENSP00000330842	270	15480
15751	ENSG00000102241	protein_coding	HTATSF1	X	ENSP00000442699	270	15481
15752	ENSG00000182798	protein_coding	MAGEB17	X	ENSP00000382884	270	15482
15753	ENSG00000198838	protein_coding	RYR3	15	ENSP00000373884	270	15483
15754	ENSG00000167283	protein_coding	ATP5MG	11	ENSP00000300688	270	15484
15755	ENSG00000083807	protein_coding	SLC27A5	19	ENSP00000263093	270	15485
15756	ENSG00000171405	protein_coding	XAGE5	X	ENSP00000342240	270	15486
15757	ENSG00000151615	protein_coding	POU4F2	4	ENSP00000281321	270	15487
15758	ENSG00000062725	protein_coding	APPBP2	17	ENSP00000083182	270	15488
15759	ENSG00000146005	protein_coding	PSD2	5	ENSP00000274710	270	15489
15760	ENSG00000196659	protein_coding	TTC30B	2	ENSP00000386181	270	15490
15761	ENSG00000126803	protein_coding	HSPA2	14	ENSP00000378199	270	15491
15762	ENSG00000203727	protein_coding	SAMD5	6	ENSP00000356444	270	15492
15763	ENSG00000164309	protein_coding	CMYA5	5	ENSP00000394770	270	15493
15764	ENSG00000109944	protein_coding	JHY	11	ENSP00000227349	270	15494
15765	ENSG00000170279	protein_coding	C7orf33	7	ENSP00000304071	270	15495
15766	ENSG00000281593	protein_coding	NA	7	NA	270	15496
15767	ENSG00000248672	protein_coding	LY75-CD302	2	ENSP00000423463	270	15497
15768	ENSG00000140386	protein_coding	SCAPER	15	ENSP00000454973	270	15498
15769	ENSG00000186115	protein_coding	CYP4F2	19	ENSP00000221700	270	15499
15770	ENSG00000009307	protein_coding	CSDE1	1	ENSP00000481762	270	15500
15771	ENSG00000164631	protein_coding	ZNF12	7	ENSP00000385939	270	15501
15772	ENSG00000261787	protein_coding	TCF24	8	ENSP00000455444	270	15502
15773	ENSG00000172482	protein_coding	AGXT	2	ENSP00000302620	270	15503
15774	ENSG00000138892	protein_coding	TTLL8	22	ENSP00000392252	270	15504
15775	ENSG00000198556	protein_coding	ZNF789	7	ENSP00000331927	270	15505
15776	ENSG00000132010	protein_coding	ZNF20	19	ENSP00000335437	270	15506
15777	ENSG00000138617	protein_coding	PARP16	15	ENSP00000261888	270	15507
15778	ENSG00000100099	protein_coding	HPS4	22	ENSP00000381213	270	15508
15779	ENSG00000188039	protein_coding	NWD1	19	ENSP00000428579	270	15509
15780	ENSG00000140481	protein_coding	CCDC33	15	ENSP00000381795	270	15510
15781	ENSG00000204962	protein_coding	PCDHA8	5	ENSP00000434655	270	15511
15782	ENSG00000163497	protein_coding	FEV	2	ENSP00000295727	270	15512
15783	ENSG00000120341	protein_coding	SEC16B	1	ENSP00000308339	270	15513
15784	ENSG00000156076	protein_coding	WIF1	12	ENSP00000286574	270	15514
15785	ENSG00000166529	protein_coding	ZSCAN21	7	ENSP00000292450	270	15515
15786	ENSG00000127515	protein_coding	OR7A10	19	ENSP00000248058	270	15516
15787	ENSG00000102893	protein_coding	PHKB	16	ENSP00000313504	270	15517
15788	ENSG00000267467	protein_coding	APOC4	19	ENSP00000468236	270	15518
15789	ENSG00000206535	protein_coding	LNP1	3	ENSP00000373191	270	15519
15790	ENSG00000170222	protein_coding	ADPRM	17	ENSP00000369099	270	15520
15791	ENSG00000183304	protein_coding	FAM9A	X	ENSP00000440163	270	15521
15792	ENSG00000088876	protein_coding	ZNF343	20	ENSP00000482819	270	15522
15793	ENSG00000120160	protein_coding	EQTN	9	ENSP00000369371	270	15523
15794	ENSG00000135100	protein_coding	HNF1A	12	ENSP00000257555	270	15524
15795	ENSG00000130413	protein_coding	STK33	11	ENSP00000416750	270	15525
15796	ENSG00000165076	protein_coding	PRSS37	7	ENSP00000297767	270	15526
15797	ENSG00000040608	protein_coding	RTN4R	22	ENSP00000043402	270	15527
15798	ENSG00000105877	protein_coding	DNAH11	7	ENSP00000475939	270	15528
15799	ENSG00000107104	protein_coding	KANK1	9	ENSP00000477725	270	15529
15800	ENSG00000158445	protein_coding	KCNB1	20	ENSP00000360806	270	15530
15801	ENSG00000170509	protein_coding	HSD17B13	4	ENSP00000333300	270	15531
15802	ENSG00000124664	protein_coding	SPDEF	6	ENSP00000363149	270	15532
15803	ENSG00000197620	protein_coding	EOLA1	X	ENSP00000423099	270	15533
15804	ENSG00000130988	protein_coding	RGN	X	ENSP00000380365	270	15534
15805	ENSG00000115239	protein_coding	ASB3	2	ENSP00000263634	270	15535
15806	ENSG00000166575	protein_coding	TMEM135	11	ENSP00000306344	270	15536
15807	ENSG00000168124	protein_coding	OR1F1	16	ENSP00000305424	270	15537
15808	ENSG00000133136	protein_coding	GNG5B	X	NA	270	15538
15809	ENSG00000259066	protein_coding	NA	14	ENSP00000451369	270	15539
15810	ENSG00000153113	protein_coding	CAST	5	ENSP00000379157	270	15540
15811	ENSG00000134160	protein_coding	TRPM1	15	ENSP00000437849	270	15541
15812	ENSG00000104450	protein_coding	SPAG1	8	ENSP00000373450	270	15542
15813	ENSG00000165202	protein_coding	OR1Q1	9	ENSP00000297913	270	15543
15814	ENSG00000242110	protein_coding	AMACR	5	ENSP00000371517	270	15544
15815	ENSG00000137434	protein_coding	C6orf52	6	ENSP00000259983	270	15545
15816	ENSG00000166118	protein_coding	SPATA19	11	ENSP00000299140	270	15546
15817	ENSG00000136895	protein_coding	GARNL3	9	ENSP00000362485	270	15547
15818	ENSG00000164438	protein_coding	TLX3	5	ENSP00000296921	270	15548
15819	ENSG00000186687	protein_coding	LYRM7	5	ENSP00000368688	270	15549
15820	ENSG00000189325	protein_coding	BNIP5	6	ENSP00000418983	270	15550
15821	ENSG00000146205	protein_coding	ANO7	2	ENSP00000274979	270	15551
15822	ENSG00000185038	protein_coding	MROH2A	2	ENSP00000477597	270	15552
15823	ENSG00000001460	protein_coding	STPG1	1	ENSP00000363530	270	15553
15824	ENSG00000157216	protein_coding	SSBP3	1	ENSP00000360371	270	15554
15825	ENSG00000120329	protein_coding	SLC25A2	5	ENSP00000239451	270	15555
15826	ENSG00000124279	protein_coding	FASTKD3	5	ENSP00000264669	270	15556
15827	ENSG00000125247	protein_coding	TMTC4	13	ENSP00000343871	270	15557
15828	ENSG00000087338	protein_coding	GMCL1	2	ENSP00000282570	270	15558
15829	ENSG00000243284	protein_coding	VSIG8	1	ENSP00000357080	270	15559
15830	ENSG00000186777	protein_coding	ZNF732	4	ENSP00000415774	270	15560
15831	ENSG00000189431	protein_coding	RASSF10	11	ENSP00000485526	270	15561
15832	ENSG00000127995	protein_coding	CASD1	7	ENSP00000297273	270	15562
15833	ENSG00000183864	protein_coding	TOB2	22	ENSP00000331305	270	15563
15834	ENSG00000109756	protein_coding	RAPGEF2	4	ENSP00000264431	270	15564
15835	ENSG00000123999	protein_coding	INHA	2	ENSP00000243786	270	15565
15836	ENSG00000116685	protein_coding	KIAA2013	1	ENSP00000365756	270	15566
15837	ENSG00000117859	protein_coding	OSBPL9	1	ENSP00000412733	270	15567
15838	ENSG00000102984	protein_coding	ZNF821	16	ENSP00000398089	270	15568
15839	ENSG00000101200	protein_coding	AVP	20	ENSP00000369647	270	15569
15840	ENSG00000058404	protein_coding	CAMK2B	7	ENSP00000379098	270	15570
15841	ENSG00000103266	protein_coding	STUB1	16	ENSP00000219548	270	15571
15842	ENSG00000165204	protein_coding	OR1K1	9	ENSP00000277309	270	15572
15843	ENSG00000131686	protein_coding	CA6	1	ENSP00000366654	270	15573
15844	ENSG00000178928	protein_coding	TPRX1	19	ENSP00000323455	270	15574
15845	ENSG00000164841	protein_coding	TMEM74	8	ENSP00000297459	270	15575
15846	ENSG00000110427	protein_coding	KIAA1549L	11	ENSP00000315295	270	15576
15847	ENSG00000175390	protein_coding	EIF3F	11	ENSP00000431800	270	15577
15848	ENSG00000006611	protein_coding	USH1C	11	ENSP00000005226	270	15578
15849	ENSG00000138593	protein_coding	SECISBP2L	15	ENSP00000453854	270	15579
15850	ENSG00000277494	protein_coding	GPIHBP1	8	ENSP00000480053	270	15580
15851	ENSG00000169575	protein_coding	VPREB1	22	ENSP00000385361	270	15581
15852	ENSG00000180938	protein_coding	ZNF572	8	ENSP00000319305	270	15582
15853	ENSG00000085788	protein_coding	DDHD2	8	ENSP00000380352	270	15583
15854	ENSG00000275052	protein_coding	PPP4R3B	2	ENSP00000483228	270	15584
15855	ENSG00000104325	protein_coding	DECR1	8	ENSP00000220764	270	15585
15856	ENSG00000126500	protein_coding	FLRT1	11	ENSP00000246841	270	15586
15857	ENSG00000148200	protein_coding	NR6A1	9	ENSP00000420267	270	15587
15858	ENSG00000204991	protein_coding	SPIRE2	16	ENSP00000367494	270	15588
15859	ENSG00000215131	protein_coding	C16orf90	16	ENSP00000401335	270	15589
15860	ENSG00000089009	protein_coding	RPL6	12	ENSP00000403172	270	15590
15861	ENSG00000155897	protein_coding	ADCY8	8	ENSP00000286355	270	15591
15862	ENSG00000232112	protein_coding	TMA7	3	ENSP00000397843	270	15592
15863	ENSG00000156502	protein_coding	SUPV3L1	10	ENSP00000352678	270	15593
15864	ENSG00000255837	protein_coding	TAS2R20	12	ENSP00000441624	270	15594
15865	ENSG00000174482	protein_coding	LINGO2	9	ENSP00000369328	270	15595
15866	ENSG00000261221	protein_coding	ZNF865	19	ENSP00000483134	270	15596
15867	ENSG00000113100	protein_coding	CDH9	5	ENSP00000231021	270	15597
15868	ENSG00000243207	protein_coding	PPAN-P2RY11	19	ENSP00000377385	270	15598
15869	ENSG00000204410	protein_coding	MSH5	6	ENSP00000364855	270	15599
15870	ENSG00000147475	protein_coding	ERLIN2	8	ENSP00000276461	270	15600
15871	ENSG00000158856	protein_coding	DMTN	8	ENSP00000427866	270	15601
15872	ENSG00000186310	protein_coding	NAP1L3	X	ENSP00000362171	270	15602
15873	ENSG00000173272	protein_coding	MZT2A	2	ENSP00000311500	270	15603
15874	ENSG00000143257	protein_coding	NR1I3	1	ENSP00000356959	270	15604
15875	ENSG00000221933	protein_coding	OR2A25	7	ENSP00000386167	270	15605
15876	ENSG00000163646	protein_coding	CLRN1	3	ENSP00000329158	270	15606
15877	ENSG00000278505	protein_coding	C17orf78	17	ENSP00000478886	270	15607
15878	ENSG00000141448	protein_coding	GATA6	18	ENSP00000269216	270	15608
15879	ENSG00000126814	protein_coding	TRMT5	14	ENSP00000261249	270	15609
15880	ENSG00000150628	protein_coding	SPATA4	4	ENSP00000280191	270	15610
15881	ENSG00000148600	protein_coding	CDHR1	10	ENSP00000485478	270	15611
15882	ENSG00000103723	protein_coding	AP3B2	15	ENSP00000440984	270	15612
15883	ENSG00000171561	protein_coding	OR2AT4	11	ENSP00000304846	270	15613
15884	ENSG00000148377	protein_coding	IDI2	10	ENSP00000277517	270	15614
15885	ENSG00000126524	protein_coding	SBDS	7	ENSP00000246868	270	15615
15886	ENSG00000165410	protein_coding	CFL2	14	ENSP00000298159	270	15616
15887	ENSG00000163394	protein_coding	CCKAR	4	ENSP00000295589	270	15617
15888	ENSG00000181693	protein_coding	OR8H1	11	ENSP00000323595	270	15618
15889	ENSG00000125409	protein_coding	TEKT3	17	ENSP00000379263	270	15619
15890	ENSG00000178026	protein_coding	LRRC75B	22	ENSP00000320520	270	15620
15891	ENSG00000126550	protein_coding	HTN1	4	ENSP00000424501	270	15621
15892	ENSG00000196267	protein_coding	ZNF836	19	ENSP00000470239	270	15622
15893	ENSG00000106733	protein_coding	NMRK1	9	ENSP00000354387	270	15623
15894	ENSG00000100197	protein_coding	CYP2D6	22	ENSP00000353820	270	15624
15895	ENSG00000197756	protein_coding	RPL37A	2	ENSP00000418082	270	15625
15896	ENSG00000171606	protein_coding	ZNF274	19	ENSP00000478533	270	15626
15897	ENSG00000205002	protein_coding	AARD	8	ENSP00000367528	270	15627
15898	ENSG00000163645	protein_coding	ERICH6	3	ENSP00000295910	270	15628
15899	ENSG00000112701	protein_coding	SENP6	6	ENSP00000402527	270	15629
15900	ENSG00000079482	protein_coding	OPHN1	X	ENSP00000347710	270	15630
15901	ENSG00000178804	protein_coding	H1-8	3	ENSP00000319799	270	15631
15902	ENSG00000065361	protein_coding	ERBB3	12	ENSP00000267101	270	15632
15903	ENSG00000115361	protein_coding	ACADL	2	ENSP00000233710	270	15633
15904	ENSG00000085274	protein_coding	MYNN	3	ENSP00000326240	270	15634
15905	ENSG00000171133	protein_coding	OR2K2	9	ENSP00000305055	270	15635
15906	ENSG00000122756	protein_coding	CNTFR	9	ENSP00000368265	270	15636
15907	ENSG00000170370	protein_coding	EMX2	10	ENSP00000450962	270	15637
15908	ENSG00000174206	protein_coding	KICS2	12	ENSP00000311486	270	15638
15909	ENSG00000183571	protein_coding	PGPEP1L	15	ENSP00000368199	270	15639
15910	ENSG00000147121	protein_coding	KRBOX4	X	ENSP00000345797	270	15640
15911	ENSG00000163743	protein_coding	RCHY1	4	ENSP00000321239	270	15641
15912	ENSG00000107679	protein_coding	PLEKHA1	10	ENSP00000357986	270	15642
15913	ENSG00000002016	protein_coding	RAD52	12	ENSP00000351284	270	15643
15914	ENSG00000174444	protein_coding	RPL4	15	ENSP00000311430	270	15644
15915	ENSG00000177984	protein_coding	LCN15	9	ENSP00000313833	270	15645
15916	ENSG00000162244	protein_coding	RPL29	3	ENSP00000418868	270	15646
